date,value
2021-09-22,154.009995
2021-09-23,154.130005
2021-09-24,154.199997
2021-09-27,152.720001
2021-09-28,151.050003
2021-09-29,152.300003
2021-09-30,150.410004
2021-10-01,150.949997
2021-10-04,150.199997
2021-10-05,151.089996
2021-10-06,154.960007
2021-10-07,156.389999
2021-10-08,156.029999
2021-10-11,156.240005
2021-10-12,156.929993
2021-10-13,157.990005
2021-10-14,159.259995
2021-10-15,158.809998
2021-10-18,158.089996
2021-10-19,160.100006
2021-10-20,161.309998
2021-10-21,159.179993
2021-10-22,159.970001
2021-10-25,159.220001
2021-10-26,161.169998
2021-10-27,160.610001
2021-10-28,161.619995
2021-10-29,161.600006
2021-11-01,161.259995
2021-11-02,162.740005
2021-11-03,164.300003
2021-11-04,164.309998
2021-11-05,166
2021-11-08,162.429993
2021-11-09,163.509995
2021-11-10,164.039993
2021-11-11,162.690002
2021-11-12,162.649994
2021-11-15,163.800003
2021-11-16,163.309998
2021-11-17,163.369995
2021-11-18,163.419998
2021-11-19,163.809998
2021-11-22,164.149994
2021-11-23,165.25
2021-11-24,163.740005
2021-11-26,161.139999
2021-11-29,164.139999
2021-11-30,159.779999
2021-12-01,160.160004
2021-12-02,160.619995
2021-12-03,164.710007
2021-12-06,166.419998
2021-12-07,166.229996
2021-12-08,166.520004
2021-12-09,166.309998
2021-12-10,168.970001
2021-12-13,169.809998
2021-12-14,169.389999
2021-12-15,171.570007
2021-12-16,171.820007
2021-12-17,168.300003
2021-12-20,169.419998
2021-12-21,168.919998
2021-12-22,169.970001
2021-12-23,169.779999
2021-12-27,171.470001
2021-12-28,172.360001
2021-12-29,172.970001
2021-12-30,172.669998
2021-12-31,173.710007
2022-01-03,172.979996
2022-01-04,173.229996
2022-01-05,173.820007
2022-01-06,173.860001
2022-01-07,174.080002
2022-01-10,174.169998
2022-01-11,174.089996
2022-01-12,173.899994
2022-01-13,174.179993
2022-01-14,175.639999
2022-01-18,173.960007
2022-01-19,175.210007
2022-01-20,173.940002
2022-01-21,174.220001
